x,y,z
3.415,0.277,0.145
3.415,0.462,0.166
3.415,0.646,0.159
3.415,0.831,0.149
3.415,1.015,0.184
3.415,1.2,0.225
3.415,1.385,0.265
3.415,1.569,0.246
3.415,1.754,0.197
3.415,1.938,0.148
3.415,2.123,0.124
3.415,2.308,0.14
3.415,2.492,0.132
3.415,2.677,0.104
3.415,2.861,0.035
3.415,3.415,0.004
3.415,3.6,0.046
3.415,3.784,0.044
3.415,3.969,0.035
3.415,4.154,0.019
3.415,4.338,0.055
3.415,4.523,0.12
3.415,4.707,0.18
3.6,-4.523,0.035
3.6,-4.338,0.088
3.6,-4.154,0.144
3.6,-3.969,0.148
3.6,-3.784,0.143
3.6,-3.6,0.149
3.6,-3.415,0.189
3.6,-3.231,0.255
3.6,-3.046,0.284
3.6,-2.861,0.282
3.6,-2.677,0.232
3.6,-2.492,0.202
3.6,-2.308,0.197
3.6,-2.123,0.211
3.6,-1.938,0.212
3.6,-1.754,0.16
3.6,-1.569,0.099
3.6,-1.385,0.038
3.6,-1.2,0.035
3.6,-1.015,0.055
3.6,-0.831,0.073
3.6,-0.646,0.064
3.6,-0.462,0.027
3.6,-0.277,0.024
3.6,-0.092,0.049
3.6,0.092,0.122
3.6,0.277,0.176
3.6,0.462,0.197
3.6,0.646,0.19
3.6,0.831,0.179
3.6,1.015,0.215
3.6,1.2,0.255
3.6,1.385,0.296
3.6,1.569,0.277
3.6,1.754,0.228
3.6,1.938,0.179
3.6,2.123,0.155
3.6,2.308,0.17
3.6,2.492,0.162
3.6,2.677,0.135
3.6,2.861,0.066
3.6,3.046,0.017
3.6,3.231,0.008
3.6,3.415,0.035
3.6,3.6,0.077
3.6,3.784,0.075
3.6,3.969,0.066
3.6,4.154,0.05
3.6,4.338,0.085
3.6,4.523,0.151
3.6,4.707,0.211
3.784,-4.523,0.031
3.784,-4.338,0.083
3.784,-4.154,0.139
3.784,-3.969,0.143
3.784,-3.784,0.139
3.784,-3.6,0.144
3.784,-3.415,0.185
3.784,-3.231,0.251
3.784,-3.046,0.28
3.784,-2.861,0.278
3.784,-2.677,0.228
3.784,-2.492,0.198
3.784,-2.308,0.192
3.784,-2.123,0.206
3.784,-1.938,0.207
3.784,-1.754,0.156
3.784,-1.569,0.095
3.784,-1.385,0.034
3.784,-1.2,0.031
3.784,-1.015,0.05
3.784,-0.831,0.068
3.784,-0.646,0.06
3.784,-0.462,0.023
3.784,-0.277,0.02
3.784,-0.092,0.045
3.784,0.092,0.118
3.784,0.277,0.171
3.784,0.462,0.192
3.784,0.646,0.185
3.784,0.831,0.175
3.784,1.015,0.21
3.784,1.2,0.251
3.784,1.385,0.291
3.784,1.569,0.272
3.784,1.754,0.223
3.784,1.938,0.174
3.784,2.123,0.15
3.784,2.308,0.166
3.784,2.492,0.158
3.784,2.677,0.131
3.784,2.861,0.061
3.784,3.046,0.012
3.784,3.231,0.004
3.784,3.415,0.031
3.784,3.6,0.072
3.784,3.784,0.071
3.784,3.969,0.061
3.784,4.154,0.046
3.784,4.338,0.081
3.784,4.523,0.146
3.784,4.707,0.207
3.969,-4.523,0.009
3.969,-4.338,0.061
3.969,-4.154,0.117
3.969,-3.969,0.121
3.969,-3.784,0.116
3.969,-3.6,0.122
3.969,-3.415,0.162
3.969,-3.231,0.228
3.969,-3.046,0.257
3.969,-2.861,0.255
3.969,-2.677,0.205
3.969,-2.492,0.176
3.969,-2.308,0.17
3.969,-2.123,0.184
3.969,-1.938,0.185
3.969,-1.754,0.133
3.969,-1.569,0.073
3.969,-1.385,0.011
3.969,-1.2,0.008
3.969,-1.015,0.028
3.969,-0.831,0.046
3.969,-0.646,0.037
3.969,-0.462,0.0
3.969,-0.092,0.022
3.969,0.092,0.095
3.969,0.277,0.149
3.969,0.462,0.17
3.969,0.646,0.163
3.969,0.831,0.153
3.969,1.015,0.188
3.969,1.2,0.229
3.969,1.385,0.269
3.969,1.569,0.25
3.969,1.754,0.201
3.969,1.938,0.152
3.969,2.123,0.128
3.969,2.308,0.144
3.969,2.492,0.135
3.969,2.677,0.108
3.969,2.861,0.039
3.969,3.415,0.008
3.969,3.6,0.05
3.969,3.784,0.048
3.969,3.969,0.039
3.969,4.154,0.023
3.969,4.338,0.059
3.969,4.523,0.124
3.969,4.707,0.184
4.154,-4.338,0.012
4.154,-4.154,0.068
4.154,-3.969,0.072
4.154,-3.784,0.067
4.154,-3.6,0.073
4.154,-3.415,0.113
4.154,-3.231,0.179
4.154,-3.046,0.208
4.154,-2.861,0.206
4.154,-2.677,0.156
4.154,-2.492,0.127
4.154,-2.308,0.121
4.154,-2.123,0.135
4.154,-1.938,0.136
4.154,-1.754,0.084
4.154,-1.569,0.024
4.154,0.092,0.046
4.154,0.277,0.1
4.154,0.462,0.121
4.154,0.646,0.114
4.154,0.831,0.104
4.154,1.015,0.139
4.154,1.2,0.18
4.154,1.385,0.22
4.154,1.569,0.201
4.154,1.754,0.152
4.154,1.938,0.103
4.154,2.123,0.079
4.154,2.308,0.095
4.154,2.492,0.086
4.154,2.677,0.059
4.154,3.6,0.001
4.154,4.338,0.01
4.154,4.523,0.075
4.154,4.707,0.135
4.338,-4.154,0.018
4.338,-3.969,0.022
4.338,-3.784,0.017
4.338,-3.6,0.023
4.338,-3.415,0.063
4.338,-3.231,0.129
4.338,-3.046,0.158
4.338,-2.861,0.156
4.338,-2.677,0.106
4.338,-2.492,0.076
4.338,-2.308,0.071
4.338,-2.123,0.085
4.338,-1.938,0.086
4.338,-1.754,0.034
4.338,0.277,0.05
4.338,0.462,0.071
4.338,0.646,0.064
4.338,0.831,0.054
4.338,1.015,0.089
4.338,1.2,0.13
4.338,1.385,0.17
4.338,1.569,0.151
4.338,1.754,0.102
4.338,1.938,0.053
4.338,2.123,0.029
4.338,2.308,0.044
4.338,2.492,0.036
4.338,2.677,0.009
4.338,4.523,0.025
4.338,4.707,0.085
4.523,-4.154,0.002
4.523,-3.969,0.007
4.523,-3.784,0.002
4.523,-3.6,0.008
4.523,-3.415,0.048
4.523,-3.231,0.114
4.523,-3.046,0.143
4.523,-2.861,0.141
4.523,-2.677,0.091
4.523,-2.492,0.061
4.523,-2.308,0.055
4.523,-2.123,0.069
4.523,-1.938,0.071
4.523,-1.754,0.019
4.523,0.277,0.034
4.523,0.462,0.056
4.523,0.646,0.048
4.523,0.831,0.038
4.523,1.015,0.074
4.523,1.2,0.114
4.523,1.385,0.154
4.523,1.569,0.136
4.523,1.754,0.086
4.523,1.938,0.037
4.523,2.123,0.014
4.523,2.308,0.029
4.523,2.492,0.021
4.523,4.523,0.01
4.523,4.707,0.07
4.707,-3.969,0.003
4.707,-3.6,0.004
4.707,-3.415,0.045
4.707,-3.231,0.11
4.707,-3.046,0.14
4.707,-2.861,0.138
4.707,-2.677,0.087
4.707,-2.492,0.058
4.707,-2.308,0.052
4.707,-2.123,0.066
4.707,-1.938,0.067
4.707,-1.754,0.016
4.707,0.277,0.031
4.707,0.462,0.052
4.707,0.646,0.045
4.707,0.831,0.035
4.707,1.015,0.07
4.707,1.2,0.111
4.707,1.385,0.151
4.707,1.569,0.132
4.707,1.754,0.083
4.707,1.938,0.034
4.707,2.123,0.01
4.707,2.308,0.026
4.707,2.492,0.018
4.707,4.523,0.006
4.707,4.707,0.067
4.892,-4.154,0.003
4.892,-3.969,0.008
4.892,-3.784,0.003
4.892,-3.6,0.009
4.892,-3.415,0.049
4.892,-3.231,0.115
4.892,-3.046,0.144
4.892,-2.861,0.142
4.892,-2.677,0.092
4.892,-2.492,0.062
4.892,-2.308,0.056
4.892,-2.123,0.07
4.892,-1.938,0.071
4.892,-1.754,0.02
4.892,0.277,0.035
4.892,0.462,0.057
4.892,0.646,0.049
4.892,0.831,0.039
4.892,1.015,0.074
4.892,1.2,0.115
4.892,1.385,0.155
4.892,1.569,0.136
4.892,1.754,0.087
4.892,1.938,0.038
4.892,2.123,0.015
4.892,2.308,0.03
4.892,2.492,0.022
4.892,4.523,0.01
4.892,4.707,0.071
5.077,-4.154,0.006
5.077,-3.969,0.01
5.077,-3.784,0.006
5.077,-3.6,0.011
5.077,-3.415,0.052
5.077,-3.231,0.118
5.077,-3.046,0.147
5.077,-2.861,0.145
5.077,-2.677,0.095
5.077,-2.492,0.065
5.077,-2.308,0.059
5.077,-2.123,0.073
5.077,-1.938,0.074
5.077,-1.754,0.023
5.077,0.277,0.038
5.077,0.462,0.059
5.077,0.646,0.052
5.077,0.831,0.042
5.077,1.015,0.077
5.077,1.2,0.118
5.077,1.385,0.158
5.077,1.569,0.139
5.077,1.754,0.09
5.077,1.938,0.041
5.077,2.123,0.017
5.077,2.308,0.033
5.077,2.492,0.025
5.077,4.523,0.013
5.077,4.707,0.074
5.261,-3.415,0.017
5.261,-3.231,0.083
5.261,-3.046,0.112
5.261,-2.861,0.11
5.261,-2.677,0.06
5.261,-2.492,0.03
5.261,-2.308,0.025
5.261,-2.123,0.038
5.261,-1.938,0.04
5.261,0.277,0.003
5.261,0.462,0.025
5.261,0.646,0.017
5.261,0.831,0.007
5.261,1.015,0.043
5.261,1.2,0.083
5.261,1.385,0.123
5.261,1.569,0.105
5.261,1.754,0.055
5.261,1.938,0.006
5.261,4.707,0.039
5.446,-3.231,0.034
5.446,-3.046,0.063
5.446,-2.861,0.061
5.446,-2.677,0.011
5.446,1.2,0.034
5.446,1.385,0.074
5.446,1.569,0.055
5.446,1.754,0.006
5.63,-3.046,0.023
5.63,-2.861,0.021
5.63,1.385,0.035
5.63,1.569,0.016
5.815,1.385,0.005
