x,y,z
4.6,1.0,0.0
4.6,1.2,0.0
4.6,1.4,0.0
4.6,1.6,0.0
4.6,1.8,0.0
4.6,2.0,0.0
4.6,2.2,0.0
4.6,2.4,0.0
4.6,2.6,0.0
4.6,2.8,0.0
4.6,3.0,0.0
4.6,3.2,0.0
4.6,3.4,0.0
4.6,3.6,0.0
4.6,3.8,0.0
4.6,4.0,0.0
4.6,4.2,0.0
4.6,4.4,0.0
4.6,4.6,0.0
4.6,4.8,0.0
4.6,5.0,0.0
4.6,5.2,0.0
4.6,5.4,0.0
4.6,5.6,0.0
4.6,5.8,0.0
4.6,6.0,0.0
4.6,6.2,0.0
4.6,6.4,0.0
4.6,6.6,0.0
4.6,6.8,0.0
